index,emoji,name,group,sub_group,codepoints
524,🧑🏽‍🦳,"person: medium skin tone, white hair",People & Body,person,1F9D1 1F3FD 200D 1F9B3
525,🧑🏾‍🦳,"person: medium-dark skin tone, white hair",People & Body,person,1F9D1 1F3FE 200D 1F9B3
526,🧑🏿‍🦳,"person: dark skin tone, white hair",People & Body,person,1F9D1 1F3FF 200D 1F9B3
527,👩‍🦲,woman: bald,People & Body,person,1F469 200D 1F9B2
528,👩🏻‍🦲,"woman: light skin tone, bald",People & Body,person,1F469 1F3FB 200D 1F9B2
529,👩🏼‍🦲,"woman: medium-light skin tone, bald",People & Body,person,1F469 1F3FC 200D 1F9B2
530,👩🏽‍🦲,"woman: medium skin tone, bald",People & Body,person,1F469 1F3FD 200D 1F9B2
531,👩🏾‍🦲,"woman: medium-dark skin tone, bald",People & Body,person,1F469 1F3FE 200D 1F9B2
532,👩🏿‍🦲,"woman: dark skin tone, bald",People & Body,person,1F469 1F3FF 200D 1F9B2
533,🧑‍🦲,person: bald,People & Body,person,1F9D1 200D 1F9B2
534,🧑🏻‍🦲,"person: light skin tone, bald",People & Body,person,1F9D1 1F3FB 200D 1F9B2
535,🧑🏼‍🦲,"person: medium-light skin tone, bald",People & Body,person,1F9D1 1F3FC 200D 1F9B2
536,🧑🏽‍🦲,"person: medium skin tone, bald",People & Body,person,1F9D1 1F3FD 200D 1F9B2
537,🧑🏾‍🦲,"person: medium-dark skin tone, bald",People & Body,person,1F9D1 1F3FE 200D 1F9B2
538,🧑🏿‍🦲,"person: dark skin tone, bald",People & Body,person,1F9D1 1F3FF 200D 1F9B2
539,👱‍♀️,woman: blond hair,People & Body,person,1F471 200D 2640 FE0F
540,👱‍♀,woman: blond hair,People & Body,person,1F471 200D 2640
541,👱🏻‍♀️,"woman: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2640 FE0F
542,👱🏻‍♀,"woman: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2640
543,👱🏼‍♀️,"woman: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2640 FE0F
544,👱🏼‍♀,"woman: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2640
545,👱🏽‍♀️,"woman: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2640 FE0F
546,👱🏽‍♀,"woman: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2640
547,👱🏾‍♀️,"woman: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2640 FE0F
548,👱🏾‍♀,"woman: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2640
549,👱🏿‍♀️,"woman: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2640 FE0F
550,👱🏿‍♀,"woman: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2640
551,👱‍♂️,man: blond hair,People & Body,person,1F471 200D 2642 FE0F
552,👱‍♂,man: blond hair,People & Body,person,1F471 200D 2642
553,👱🏻‍♂️,"man: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2642 FE0F
554,👱🏻‍♂,"man: light skin tone, blond hair",People & Body,person,1F471 1F3FB 200D 2642
555,👱🏼‍♂️,"man: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2642 FE0F
556,👱🏼‍♂,"man: medium-light skin tone, blond hair",People & Body,person,1F471 1F3FC 200D 2642
557,👱🏽‍♂️,"man: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2642 FE0F
558,👱🏽‍♂,"man: medium skin tone, blond hair",People & Body,person,1F471 1F3FD 200D 2642
559,👱🏾‍♂️,"man: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2642 FE0F
560,👱🏾‍♂,"man: medium-dark skin tone, blond hair",People & Body,person,1F471 1F3FE 200D 2642
561,👱🏿‍♂️,"man: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2642 FE0F
562,👱🏿‍♂,"man: dark skin tone, blond hair",People & Body,person,1F471 1F3FF 200D 2642
563,🧓,older person,People & Body,person,1F9D3
564,🧓🏻,older person: light skin tone,People & Body,person,1F9D3 1F3FB
565,🧓🏼,older person: medium-light skin tone,People & Body,person,1F9D3 1F3FC
566,🧓🏽,older person: medium skin tone,People & Body,person,1F9D3 1F3FD
567,🧓🏾,older person: medium-dark skin tone,People & Body,person,1F9D3 1F3FE
568,🧓🏿,older person: dark skin tone,People & Body,person,1F9D3 1F3FF
569,👴,old man,People & Body,person,1F474
570,👴🏻,old man: light skin tone,People & Body,person,1F474 1F3FB
571,👴🏼,old man: medium-light skin tone,People & Body,person,1F474 1F3FC
572,👴🏽,old man: medium skin tone,People & Body,person,1F474 1F3FD
573,👴🏾,old man: medium-dark skin tone,People & Body,person,1F474 1F3FE
574,👴🏿,old man: dark skin tone,People & Body,person,1F474 1F3FF
575,👵,old woman,People & Body,person,1F475
576,👵🏻,old woman: light skin tone,People & Body,person,1F475 1F3FB
577,👵🏼,old woman: medium-light skin tone,People & Body,person,1F475 1F3FC
578,👵🏽,old woman: medium skin tone,People & Body,person,1F475 1F3FD
579,👵🏾,old woman: medium-dark skin tone,People & Body,person,1F475 1F3FE
580,👵🏿,old woman: dark skin tone,People & Body,person,1F475 1F3FF
581,🙍,person frowning,People & Body,person-gesture,1F64D
